collegeCode,collegeName,status,grade,cycle,validFrom,validUntil,currentSourceUrl,collegeWebsite,officialNaacDashboard,searchName
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",needs_verification,,,,,,www.veltechmultitech.org,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Vel Tech Multi Tech Dr. Rangarajan Dr.Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062"
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",needs_verification,,,,,,www.velammal.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066"
1121,"Sri Venkateswara Institute of Science and Technology, Kozhundalur, Thiruvallur District 631203",needs_verification,,,,,,www.sverct.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sri Venkateswara Institute of Science and Technology, Kozhundalur, Thiruvallur District 631203"
1123,"Gojan School of Business and Technology, Alamathi, Chennai 600062",needs_verification,,,,,,www.gojaneducation.tech,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Gojan School of Business and Technology, Alamathi, Chennai 600062"
1127,"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai",needs_verification,,,,,,www.spcet.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"St. Peters College of Engineering and Technology, College Road, Avadi, Chennai"
1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",needs_verification,,,,,,www.rmkcet.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206"
1133,"AnnaiVeilankannis College of Engineering, Gandhi Road, Nedungundram, Chennai 600048",needs_verification,,,,,,https://avce.annaiveilankannis.com,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"AnnaiVeilankannis College of Engineering, Gandhi Road, Nedungundram, Chennai 600048"
1140,"Jeppiaar Institute of Technology, kunnam Village, SriperumpudurTaulk, Kancheepuram District 631604",needs_verification,,,,,,www.jeppiaarinstitute.org,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Jeppiaar Institute of Technology, kunnam Village, SriperumpudurTaulk, Kancheepuram District 631604"
1150,"Sri Jayaram Institute of Engineering and Technology, 51 N, Elavur, 58N, Natham, Gummidipoondi Taluk, Thiruvallur District 601201",needs_verification,,,,,,www.sjiet.org,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sri Jayaram Institute of Engineering and Technology, 51 N, Elavur, 58N, Natham, Gummidipoondi Taluk, Thiruvallur District 601201"
1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",needs_verification,,,,,,www.dmice.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103"
1203,Madras Engineering College,needs_verification,,,,,,,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,Madras Engineering College
1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123",needs_verification,,,,,,www.panimalar.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 602123"
1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",needs_verification,,,,,,www.rajalakshmi.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105"
1212,"Rajiv Gandhi College of Engineering, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",needs_verification,,,,,,www.rgce.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Rajiv Gandhi College of Engineering, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105"
1213,"S K R Engineering College, Poonamallee, Chennai 600123",needs_verification,,,,,,www.skrec.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"S K R Engineering College, Poonamallee, Chennai 600123"
1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",needs_verification,,,,,,www.saveetha.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105"
1221,"Jaya College of Engineering and Technology, Parivakkam, Poonamallee, Chennai 600056",needs_verification,,,,,,,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Jaya College of Engineering and Technology, Parivakkam, Poonamallee, Chennai 600056"
1222,"P B College of Engineering, Irungkattukottai, Sriperumpudur Taluk, Kancheepuram District 602117",needs_verification,,,,,,www.pbce.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"P B College of Engineering, Irungkattukottai, Sriperumpudur Taluk, Kancheepuram District 602117"
1225,Chennai 600123,needs_verification,,,,,,www.litedu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,Chennai 600123
1226,"P T Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kancheepuram District 631 502",needs_verification,,,,,,www.ptleecncet.com,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"P T Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post, Kancheepuram District 631 502"
1228,"Alpha College of Engineering, No.34, Udayavar Koil Street, Poonamallee, Thirumazhisai, Chennai - 600124",needs_verification,,,,,,https://alphagroup.edu/engineering/,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Alpha College of Engineering, No.34, Udayavar Koil Street, Poonamallee, Thirumazhisai, Chennai - 600124"
1229,"Indira Institute of Engineering and Technology, VGR Gardens, Pandur, Thiruvallur District 631203",needs_verification,,,,,,www.indiraeducational.org,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Indira Institute of Engineering and Technology, VGR Gardens, Pandur, Thiruvallur District 631203"
1230,"Apollo Engineering College, Mevaloorkuppam, Valarpuram Post, Sriperumpudur, Kancheepuram District 602105",needs_verification,,,,,,www.apolloengg.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Apollo Engineering College, Mevaloorkuppam, Valarpuram Post, Sriperumpudur, Kancheepuram District 602105"
1232,"A R M College of Engineering and Technology, Sattamangalam, Maraimalainagar, Chengalpattu District 603209",needs_verification,,,,,,,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"A R M College of Engineering and Technology, Sattamangalam, Maraimalainagar, Chengalpattu District 603209"
1235,"JeiMathaajee College of Engineering, Vishaandikuppam, Karappettai (via), Siruvakkam, Kancheepuram District 631 552",needs_verification,,,,,,,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"JeiMathaajee College of Engineering, Vishaandikuppam, Karappettai (via), Siruvakkam, Kancheepuram District 631 552"
1237,"Velammal Institute of Technology, Chennai-Kolkatta Highway, Panchetti Village, Ponneri Taluk, Thiruvallur District 601204",needs_verification,,,,,,WWW.VELAMMALITECH.EDU.IN,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Velammal Institute of Technology, Chennai-Kolkatta Highway, Panchetti Village, Ponneri Taluk, Thiruvallur District 601204"
1241,"T J S Engineering College, Peruvoyal, Near Kavaraipettai, Gummidipoondi Taluk, Thiruvallur District 601206",needs_verification,,,,,,www.tjsec.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"T J S Engineering College, Peruvoyal, Near Kavaraipettai, Gummidipoondi Taluk, Thiruvallur District 601206"
1243,"Sadhananthapuram, Thandalam Post, Chennai 602101",needs_verification,,,,,,www.mietchennai.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sadhananthapuram, Thandalam Post, Chennai 602101"
1301,"Mohammed Sathak A J College of Engineering, Old Mahabalipuram Road (OMR), Egattur, Chengalpattu District 603103",needs_verification,,,,,,www.msajce-edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Mohammed Sathak A J College of Engineering, Old Mahabalipuram Road (OMR), Egattur, Chengalpattu District 603103"
1303,"Anand Institute of Higher Technology, Old Mahabalipuram Road (OMR), Kazhipattur, Chengalpattu District 603103",needs_verification,,,,,,www.aiht.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Anand Institute of Higher Technology, Old Mahabalipuram Road (OMR), Kazhipattur, Chengalpattu District 603103"
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",needs_verification,,,,,,www.srmeaswari.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089"
1306,"Jeppiaar Engineering College, Old Mahabalipuram Road (OMR), Chennai",needs_verification,,,,,,www.jeppiaarcollege.org,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Jeppiaar Engineering College, Old Mahabalipuram Road (OMR), Chennai"
1307,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100",needs_verification,,,,,,https://www.jerusalemengg.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100"
1309,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024",needs_verification,,,,,,www.msec.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024"
1310,"MisrimalNavajeeMunoth Jain Engineering College, Rajiv Gandhi Salai (OMR), Thorappakkam, Chennai 600096",needs_verification,,,,,,www.mnmjec.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"MisrimalNavajeeMunoth Jain Engineering College, Rajiv Gandhi Salai (OMR), Thorappakkam, Chennai 600096"
1311,"K C G College of Technology, (Autonomous) Karappakkam, Chennai 600096",needs_verification,,,,,,www.kcgcollege.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"K C G College of Technology, (Autonomous) Karappakkam, Chennai 600096"
1316,"Agni College of Technology, Old Mahabalipuram Road (OMR), Thalambur Village, Chengalpattu District 603103",needs_verification,,,,,,www.act.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Agni College of Technology, Old Mahabalipuram Road (OMR), Thalambur Village, Chengalpattu District 603103"
1317,"St. Joseph’s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119",needs_verification,,,,,,www.stjosephs.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"St. Joseph’s College of Engineering (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600 119"
1319,"Thangavelu Engineering College, Karappakkam, Chennai 600097",needs_verification,,,,,,www.thangavelu.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Thangavelu Engineering College, Karappakkam, Chennai 600097"
1321,"of Plastics Engineering and Technology) (CIPET), Guindy, Chennai 600032",needs_verification,,,,,,www.cipet.gov.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"of Plastics Engineering and Technology) (CIPET), Guindy, Chennai 600032"
1322,"Dhanalakshmi Srinivasan College of Engineering and Technology, East Coast Road, Poonjeri, Chennai 603104",needs_verification,,,,,,www.dscet.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Dhanalakshmi Srinivasan College of Engineering and Technology, East Coast Road, Poonjeri, Chennai 603104"
1325,"St. Joseph College of Engineering, Trinity Campus, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105",needs_verification,,,,,,www.stjoseph.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"St. Joseph College of Engineering, Trinity Campus, Nemili, Sriperumpudur Taluk, Kancheepuram District 602105"
1333,"Vi Institute of Technology, Sirunkundram Village & Post, Chengalpattu District",needs_verification,,,,,,,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Vi Institute of Technology, Sirunkundram Village & Post, Chengalpattu District"
1335,"Sri Krishna Institute of Technology, Panapakkam, Padappai, Chennai 601301",needs_verification,,,,,,www.srikrishnait.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sri Krishna Institute of Technology, Panapakkam, Padappai, Chennai 601301"
1339,Mahalakshmi Tech Campus,needs_verification,,,,,,,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,Mahalakshmi Tech Campus
1399,"Post, Kundrathur,Chennai 600069",needs_verification,,,,,,www.citchennai.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Post, Kundrathur,Chennai 600069"
1401,"Adhiparasakthi Engineering College, Melmaruvathur, Chengalpattu District",needs_verification,,,,,,www.apec.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Adhiparasakthi Engineering College, Melmaruvathur, Chengalpattu District"
1402,"Annai Teresa College of Engineering, Thirunavalur, Kallakkurichi District 607204",needs_verification,,,,,,www.atce.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Annai Teresa College of Engineering, Thirunavalur, Kallakkurichi District 607204"
1407,"G K M College of Engineering and Technology, Alappakkam-Mappedu Road, Chennai 600063",needs_verification,,,,,,www.gkmgroup.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"G K M College of Engineering and Technology, Alappakkam-Mappedu Road, Chennai 600063"
1411,"Madha Engineering College, Kundrathur, Chennai 600069",needs_verification,,,,,,www.madhaengineeringcollege.com,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Madha Engineering College, Kundrathur, Chennai 600069"
1412,"Mailam Engineering College, Mailam, Villupuram District 604304",needs_verification,,,,,,www.mailamengg.com,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Mailam Engineering College, Mailam, Villupuram District 604304"
1413,"Sri Venkateswaraa College of Technology, Sirukulathur, Vadakkal Village, Pondur Post, Sriperumbudur Taluk, Kancheepuram District 602105",needs_verification,,,,,,www.svct.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sri Venkateswaraa College of Technology, Sirukulathur, Vadakkal Village, Pondur Post, Sriperumbudur Taluk, Kancheepuram District 602105"
1414,"Prince Shri Venkateshwara Padmavathy Engineering College(Autonomous), Ponmar, Chennai 600048",needs_verification,,,,,,www.psvpec.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Prince Shri Venkateshwara Padmavathy Engineering College(Autonomous), Ponmar, Chennai 600048"
1415,"T S M Jain College of Technology, Melur Village, Kallakurichi District 606201",needs_verification,,,,,,www.tsmjain.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"T S M Jain College of Technology, Melur Village, Kallakurichi District 606201"
1420,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048",needs_verification,,,,,,www.tagore-engg.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Tagore Engineering College, Rathnamangalam, Vandalur Post, Chennai 600048"
1421,"V R S College of Engineering and Technology, Arasur, Villupuram District",needs_verification,,,,,,www.vrscet.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"V R S College of Engineering and Technology, Arasur, Villupuram District"
1423,"Asan Memorial College of Engineering and Technology, Chengalpattu-603 001.",needs_verification,,,,,,amcet.co.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Asan Memorial College of Engineering and Technology, Chengalpattu-603 001."
1424,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301",needs_verification,,,,,,www.dhaanish.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Dhaanish Ahmed College of Engineering, Padappai, Chennai 601301"
1426,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600127",needs_verification,,,,,,www.sriramanujar.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sri Ramanujar Engineering College, Vandalur, Kolappakkam, Chennai 600127"
1427,"Sri Krishna Engineering College, Panappakkam, Padappai, Chennai 601301",needs_verification,,,,,,www.skec.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sri Krishna Engineering College, Panappakkam, Padappai, Chennai 601301"
1428,"E S Engineering College, Chennai Trunk Road, Ayyankoilpattu, Villupuram District 605602",needs_verification,,,,,,https://escet.in/,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"E S Engineering College, Chennai Trunk Road, Ayyankoilpattu, Villupuram District 605602"
1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi District 606201",needs_verification,,,,,,www.mbec.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi District 606201"
1431,"New Prince Shri Bhavani College of Engineering and Technology(Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai 600073",needs_verification,,,,,,WWW.NPSBCET.EDU.IN,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"New Prince Shri Bhavani College of Engineering and Technology(Autonomous), Vengaivasal Main Road, Gowrivakkam, Chennai 600073"
1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District",needs_verification,,,,,,www.suryagroup.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District"
1436,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601",needs_verification,,,,,,www.arenggc.com,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"A R Engineering College, Vadakuchipalayam, Kappiyampuliyur Post, Villupuram District 605601"
1437,"Rrase College of Engineering, Padappai, Kancheepuram 601301",needs_verification,,,,,,www.rrase.com,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Rrase College of Engineering, Padappai, Kancheepuram 601301"
1438,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore District",needs_verification,,,,,,www.skcevellore.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sree Krishna College of Engineering, Anaicut Post, Unnai Village, Vellore District"
1444,"Chendu College of Engineering and Technology, ZaminEndathur Village, Madurantakam Taluk, Chengalpattu District 600127",needs_verification,,,,,,www.chenduengg.com,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Chendu College of Engineering and Technology, ZaminEndathur Village, Madurantakam Taluk, Chengalpattu District 600127"
1445,"Sri Rangapoopathi College of Engineering, Alampoondi Village, Gingee, Villupuram District 604151",needs_verification,,,,,,http://rangapoopathi.in/,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sri Rangapoopathi College of Engineering, Alampoondi Village, Gingee, Villupuram District 604151"
1449,"Saraswathy College of Engineering and Technology, NH-45, Main Road, Olakkur, Tindivanam Taluk, Villupuram District 604307",needs_verification,,,,,,https://vetscet.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Saraswathy College of Engineering and Technology, NH-45, Main Road, Olakkur, Tindivanam Taluk, Villupuram District 604307"
1450,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034",needs_verification,,,,,,www.licet.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Loyola ICAM College of Engineering and Technology, Loyola College Campus, Nungambakkam, Chennai 600034"
1452,"PERI Institute of Technology, Mannivakkam, West Tambaram, Chennai 600048",needs_verification,,,,,,www.peri.education,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"PERI Institute of Technology, Mannivakkam, West Tambaram, Chennai 600048"
1501,"Adhiparasakthi College of Engineering, Kalavai, Ranipet District 632506",needs_verification,,,,,,www.apce.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Adhiparasakthi College of Engineering, Kalavai, Ranipet District 632506"
1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal, Thiruvannamalai District 604410",needs_verification,,,,,,www.amace.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal, Thiruvannamalai District 604410"
1504,"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",needs_verification,,,,,,www.arunai.org,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Arunai Engineering College, Mathur, Thiruvannamalai District 606603"
1505,"C Abdul Hakeem College of Engineering and Technology, Melvisharam, Ranipet District 632509",needs_verification,,,,,,www.cahcet.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"C Abdul Hakeem College of Engineering and Technology, Melvisharam, Ranipet District 632509"
1507,"Ganadipathy Tulsi’s Jain Engineering College, Kaniyambadi, Vellore District",needs_verification,,,,,,www.gtec.ac.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Ganadipathy Tulsi’s Jain Engineering College, Kaniyambadi, Vellore District"
1509,"Meenakshi College of Engineering, Vembuliamman Koil Street, K K Nagar (West), Chennai 600078",needs_verification,,,,,,mce.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Meenakshi College of Engineering, Vembuliamman Koil Street, K K Nagar (West), Chennai 600078"
1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District",needs_verification,,,,,,www.priyadarshini.net.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District"
1512,"S K P Engineering College, Thiruvannamalai District 606611",needs_verification,,,,,,www.skpec.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"S K P Engineering College, Thiruvannamalai District 606611"
1513,"Sri Balaji Chockalingam Engineering College, Arni, Thiruvannamalai District",needs_verification,,,,,,www.sbcecarni.org,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"Sri Balaji Chockalingam Engineering College, Arni, Thiruvannamalai District"
1516,"ThanthaiPeriyar Government Institute of Technology, Bagayam, Vellore District",needs_verification,,,,,,www.tpgit.edu.in,https://assessmentonline.naac.gov.in/public/index.php/hei_dashboard,"ThanthaiPeriyar Government Institute of Technology, Bagayam, Vellore District"
