admission_year,college_code,college_name,branch_code,branch_name,oc_seats,bc_seats,bcm_seats,mbc_seats,sc_seats,sca_seats,st_seats,source_url,source_published_on
2026,4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",CS,COMPUTER SCIENCE AND ENGINEERING,25,21,3,15,12,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,16,14,2,11,9,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,9,8,1,5,4,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",IT,INFORMATION TECHNOLOGY,9,7,1,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",ME,MECHANICAL ENGINEERING,17,15,1,12,8,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),8,8,1,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4974,Government College of Engineering (Autonomous) Tirunelveli District 627007,CE,CIVIL ENGINEERING,17,15,2,11,7,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4974,Government College of Engineering (Autonomous) Tirunelveli District 627007,CS,COMPUTER SCIENCE AND ENGINEERING,16,14,2,10,8,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4974,Government College of Engineering (Autonomous) Tirunelveli District 627007,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,33,27,4,20,17,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4974,Government College of Engineering (Autonomous) Tirunelveli District 627007,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,17,14,2,11,8,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4974,Government College of Engineering (Autonomous) Tirunelveli District 627007,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,16,14,3,11,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4974,Government College of Engineering (Autonomous) Tirunelveli District 627007,IB,INDUSTRIAL BIO TECHNOLOGY,17,15,2,11,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4974,Government College of Engineering (Autonomous) Tirunelveli District 627007,ME,MECHANICAL ENGINEERING,34,27,3,22,17,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4975,"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251.",CE,CIVIL ENGINEERING,9,7,1,3,4,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4975,"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251.",CS,COMPUTER SCIENCE AND ENGINEERING,34,29,3,23,17,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4975,"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,16,15,2,11,8,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4975,"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,11,10,1,7,6,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4975,"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251.",ME,MECHANICAL ENGINEERING,8,7,1,6,3,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,8,5,1,4,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",AE,AERONAUTICAL ENGINEERING,9,7,1,6,3,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",AG,AGRICULTURAL ENGINEERING,9,8,1,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",CS,COMPUTER SCIENCE AND ENGINEERING,13,12,1,10,8,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,8,8,1,4,4,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,9,6,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",ME,MECHANICAL ENGINEERING,8,8,1,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,10,9,1,7,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",BM,BIO MEDICAL ENGINEERING,12,9,2,7,6,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",CS,COMPUTER SCIENCE AND ENGINEERING,19,17,2,13,10,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,10,1,5,6,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,3,4,1,3,2,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",ME,MECHANICAL ENGINEERING,11,8,1,7,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),5,3,0,3,2,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,17,15,1,11,9,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",AE,AERONAUTICAL ENGINEERING,8,7,1,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",AG,AGRICULTURAL ENGINEERING,8,8,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),18,15,2,10,7,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",BM,BIO MEDICAL ENGINEERING,34,28,5,21,16,4,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",BT,BIO TECHNOLOGY,17,15,1,11,9,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",CE,CIVIL ENGINEERING,8,8,1,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",CS,COMPUTER SCIENCE AND ENGINEERING,42,36,5,28,20,4,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,18,14,2,11,7,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,16,14,2,11,9,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",ME,MECHANICAL ENGINEERING,17,13,2,11,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil- 629204.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),16,14,2,12,9,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,9,2,6,6,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",CE,CIVIL ENGINEERING,9,8,1,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",CS,COMPUTER SCIENCE AND ENGINEERING,34,30,3,22,15,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,17,14,2,11,8,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,16,13,2,12,9,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",ME,MECHANICAL ENGINEERING,17,14,2,11,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,44,36,6,29,22,5,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),9,6,1,6,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",CE,CIVIL ENGINEERING,9,8,1,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",CS,COMPUTER SCIENCE AND ENGINEERING,24,23,3,16,12,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,8,8,1,5,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,9,7,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",IT,INFORMATION TECHNOLOGY,17,14,2,11,9,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",ME,MECHANICAL ENGINEERING,16,14,1,11,9,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,17,15,2,11,9,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),9,7,0,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",CS,COMPUTER SCIENCE AND ENGINEERING,17,13,2,11,8,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,16,15,2,12,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,8,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",IT,INFORMATION TECHNOLOGY,9,6,1,6,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",ME,MECHANICAL ENGINEERING,9,7,1,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),8,8,1,4,4,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",AE,AERONAUTICAL ENGINEERING,9,7,1,4,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",CE,CIVIL ENGINEERING,8,7,1,6,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",CS,COMPUTER SCIENCE AND ENGINEERING,16,14,2,11,9,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,8,7,1,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,9,6,1,6,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",RM,ROBOTICS AND AUTOMATION,8,7,1,5,4,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4984,"MARTHANDAM COLLEGE OF ENGINEERING AND TECHNOLOGY, P.M.VILLAGE ROAD, KUTTAKUZHI, VEEYANNOOR POST, MARTHANDAM, KANYAKUMARI DISTRICT - 629177",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,16,15,2,11,8,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,4984,"MARTHANDAM COLLEGE OF ENGINEERING AND TECHNOLOGY, P.M.VILLAGE ROAD, KUTTAKUZHI, VEEYANNOOR POST, MARTHANDAM, KANYAKUMARI DISTRICT - 629177",CE,CIVIL ENGINEERING,9,6,1,5,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
